,city,trip_date,median_trip_duration_minutes,trip_count,trip_count_7d_ma,trip_count_14d_ma,median_trip_duration_minutes_norm,trip_count_norm,trip_count_7d_ma_norm,trip_count_14d_ma_norm
0,boston,2017-01-01,9.216666666666667,481,481.0,481.0,0.14221891288160837,0.025359722145653015,0.016194862577697897,0.009255594604002649
1,boston,2017-01-02,8.7,801,641.0,641.0,0.11913626209977662,0.04300126798610728,0.02667939788811503,0.01993696086519067
2,boston,2017-01-03,8.633333333333333,651,644.3333333333334,644.3333333333334,0.1161578555472822,0.03473179337339434,0.026897825707082056,0.020159489328965417
3,boston,2017-01-04,9.016666666666667,1534,866.75,866.75,0.13328369322412514,0.08341143392689784,0.04147242192765671,0.03500770107433564
4,boston,2017-01-05,8.7,1330,959.4,959.4,0.11913626209977662,0.07216494845360824,0.047543623155845136,0.04119287972495482
5,boston,2017-01-06,8.083333333333334,835,938.6666666666666,938.6666666666666,0.09158600148920332,0.04487568223165555,0.04618500212187024,0.039808752680275866
6,boston,2017-01-07,7.175000000000001,106,819.7142857142857,819.7142857142857,0.05100521221146692,0.004686035613870666,0.03839024938216132,0.031867665501571205
7,boston,2017-01-08,7.866666666666666,111,766.8571428571429,731.125,0.08190618019359641,0.004961684767627763,0.03492660825282709,0.025953574204500476
8,boston,2017-01-09,7.091666666666667,392,708.4285714285714,693.4444444444445,0.04728220402084887,0.02045316720877667,0.031097880626076543,0.023438075361913408
9,boston,2017-01-10,7.233333333333333,469,682.4285714285714,671.0,0.053611317944899484,0.02469816417663598,0.029394143638133755,0.021939717039163417
10,boston,2017-01-11,7.566666666666666,773,573.7142857142857,680.2727272727273,0.06850335070737157,0.041457632725067535,0.02227027634239497,0.022558750765664087
11,boston,2017-01-12,6.933333333333334,763,492.7142857142857,687.1666666666666,0.04020848845867464,0.040906334417553335,0.016962480341496295,0.023018980088470958
12,boston,2017-01-13,6.741666666666667,686,471.42857142857144,687.0769230769231,0.03164556962025322,0.03666133744969403,0.015567662697521158,0.02301298893752318
13,boston,2017-01-14,7.1,336,504.2857142857143,662.0,0.04765450483991063,0.017365896686697174,0.01772073691305325,0.021338890186971594
14,boston,2017-01-15,7.416666666666667,395,544.8571428571429,655.8571428571429,0.06180193596425915,0.02061855670103093,0.020379315509623307,0.02092880201801527
15,boston,2017-01-16,6.466666666666667,485,558.1428571428571,633.2857142857143,0.0193596425912137,0.025580241468658692,0.021249906388077586,0.01942196642045482
16,boston,2017-01-17,6.833333333333333,665,586.1428571428571,634.2857142857143,0.03574087862993297,0.035503611003914214,0.02308470006740058,0.019488724959587245
17,boston,2017-01-18,6.833333333333333,379,529.8571428571429,551.7857142857143,0.03574087862993297,0.019736479409008217,0.019396390324271703,0.013981145481162176
18,boston,2017-01-19,6.75,798,534.8571428571429,513.7857142857143,0.03201787043931498,0.04283587849385302,0.019724032052722242,0.011444320994130019
19,boston,2017-01-20,6.883333333333334,717,539.2857142857143,505.35714285714283,0.03797468354430383,0.038370362202988034,0.020014229012206997,0.010881641878585289
20,boston,2017-01-21,8.433333333333334,725,594.8571428571429,549.5714285714286,0.10722263588979897,0.038811400848999394,0.023655732794128668,0.013833323001654654
