,trip_date,city,trip_count
909,2017-12-30,nyc,6086
910,2017-12-31,boston,160
911,2017-12-31,sf,1410
912,2017-12-31,nyc,6707
913,2018-01-01,boston,173
914,2018-01-01,nyc,5601
915,2018-01-01,sf,1375
916,2018-01-02,boston,753
917,2018-01-02,nyc,19212
918,2018-01-02,sf,3252
919,2018-01-03,nyc,24768
920,2018-01-03,sf,2857
921,2018-01-03,boston,1296
922,2018-01-04,sf,3300
923,2018-01-04,boston,21
924,2018-01-04,nyc,1974
925,2018-01-05,boston,65
926,2018-01-05,sf,2150
927,2018-01-05,nyc,5093
928,2018-01-06,boston,148
929,2018-01-06,sf,1843
930,2018-01-06,nyc,4370
931,2018-01-07,sf,1382
932,2018-01-07,nyc,5730
933,2018-01-07,boston,183
934,2018-01-08,sf,805
935,2018-01-08,nyc,16144
936,2018-01-08,boston,1063
937,2018-01-09,sf,3552
938,2018-01-09,boston,1417
939,2018-01-09,nyc,25505
940,2018-01-10,nyc,28761
941,2018-01-10,boston,1644
942,2018-01-10,sf,3459
943,2018-01-11,sf,4099
944,2018-01-11,boston,1993
945,2018-01-11,nyc,34545
946,2018-01-12,sf,3891
947,2018-01-12,nyc,22631
948,2018-01-12,boston,1551
949,2018-01-13,boston,885
950,2018-01-13,nyc,18062
951,2018-01-13,sf,2017
952,2018-01-14,sf,1725
953,2018-01-14,boston,618
954,2018-01-14,nyc,12590
955,2018-01-15,nyc,17934
956,2018-01-15,boston,715
957,2018-01-15,sf,2196
958,2018-01-16,nyc,30803
959,2018-01-16,boston,1936
960,2018-01-16,sf,4276
961,2018-01-17,nyc,19412
962,2018-01-17,sf,4517
963,2018-01-17,boston,1072
964,2018-01-18,nyc,28132
965,2018-01-18,sf,2604
966,2018-01-18,boston,1876
967,2018-01-19,boston,2028
968,2018-01-19,nyc,31067
969,2018-01-19,sf,3841
970,2018-01-20,boston,1290
971,2018-01-20,nyc,29013
972,2018-01-20,sf,2483
973,2018-01-21,sf,1730
974,2018-01-21,boston,1477
975,2018-01-21,nyc,28365
976,2018-01-22,sf,3795
977,2018-01-22,boston,1789
978,2018-01-22,nyc,37531
979,2018-01-23,boston,1424
980,2018-01-23,sf,4487
981,2018-01-23,nyc,29321
982,2018-01-24,nyc,36693
983,2018-01-24,sf,3066
984,2018-01-24,boston,2467
985,2018-01-25,sf,4055
986,2018-01-25,boston,2052
987,2018-01-25,nyc,31732
988,2018-01-26,sf,3846
989,2018-01-26,boston,2073
990,2018-01-26,nyc,33661
991,2018-01-27,boston,1591
992,2018-01-27,sf,2348
993,2018-01-27,nyc,34858
994,2018-01-28,boston,1552
995,2018-01-28,nyc,20388
996,2018-01-28,sf,2177
997,2018-01-29,nyc,37493
998,2018-01-29,boston,2509
999,2018-01-29,sf,4467
1000,2018-01-30,sf,4731
1001,2018-01-30,nyc,28481
1002,2018-01-30,boston,1254
1003,2018-01-31,sf,4476
1004,2018-01-31,boston,2017
1005,2018-01-31,nyc,31801
1006,2018-02-01,sf,4795
1007,2018-02-01,nyc,36172
1008,2018-02-01,boston,2363
1009,2018-02-02,nyc,26807
1010,2018-02-02,boston,1629
1011,2018-02-02,sf,4572
1012,2018-02-03,sf,2817
1013,2018-02-03,nyc,18686
1014,2018-02-03,boston,908
1015,2018-02-04,nyc,14234
1016,2018-02-04,boston,794
1017,2018-02-04,sf,2097
1018,2018-02-05,sf,4725
1019,2018-02-05,boston,2414
1020,2018-02-05,nyc,29627
1021,2018-02-06,sf,5159
1022,2018-02-06,nyc,34743
1023,2018-02-06,boston,2378
1024,2018-02-07,sf,5092
1025,2018-02-07,nyc,15603
1026,2018-02-07,boston,1458
1027,2018-02-08,sf,5206
1028,2018-02-08,nyc,32155
1029,2018-02-08,boston,2005
1030,2018-02-09,boston,2156
1031,2018-02-09,sf,4868
1032,2018-02-09,nyc,32148
1033,2018-02-10,sf,2858
1034,2018-02-10,boston,1476
1035,2018-02-10,nyc,16588
1036,2018-02-11,nyc,8960
1037,2018-02-11,boston,501
1038,2018-02-11,sf,1826
1039,2018-02-12,boston,2805
1040,2018-02-12,nyc,35828
1041,2018-02-12,sf,4805
1042,2018-02-13,boston,2524
1043,2018-02-13,nyc,35827
1044,2018-02-13,sf,5148
1045,2018-02-14,sf,4895
1046,2018-02-14,boston,3082
1047,2018-02-14,nyc,40300
1048,2018-02-15,boston,3067
1049,2018-02-15,sf,4734
1050,2018-02-15,nyc,44896
1051,2018-02-16,nyc,29714
1052,2018-02-16,boston,2680
1053,2018-02-16,sf,4366
1054,2018-02-17,sf,2323
1055,2018-02-17,nyc,18252
1056,2018-02-17,boston,1252
1057,2018-02-18,boston,968
1058,2018-02-18,nyc,21884
1059,2018-02-18,sf,1794
1060,2018-02-19,nyc,26065
1061,2018-02-19,boston,1716
1062,2018-02-19,sf,2085
1063,2018-02-20,nyc,45259
1064,2018-02-20,boston,3778
1065,2018-02-20,sf,4097
1066,2018-02-21,sf,4540
1067,2018-02-21,boston,4575
1068,2018-02-21,nyc,53998
1069,2018-02-22,nyc,27538
1070,2018-02-22,sf,4101
1071,2018-02-22,boston,2327
1072,2018-02-23,sf,3835
1073,2018-02-23,boston,2200
1074,2018-02-23,nyc,26172
1075,2018-02-24,sf,1942
1076,2018-02-24,boston,2368
1077,2018-02-24,nyc,25974
1078,2018-02-25,nyc,16419
1079,2018-02-25,boston,662
1080,2018-02-25,sf,1943
1081,2018-02-26,nyc,43404
1082,2018-02-26,sf,3370
1083,2018-02-26,boston,3218
1084,2018-02-27,nyc,49378
1085,2018-02-27,boston,3500
1086,2018-02-27,sf,4455
1087,2018-02-28,boston,4013
1088,2018-02-28,nyc,51587
1089,2018-02-28,sf,4270
1090,2018-03-01,sf,2696
1091,2018-03-01,nyc,46373
1092,2018-03-01,boston,3876
1093,2018-03-02,boston,368
1094,2018-03-02,nyc,6987
1095,2018-03-02,sf,2814
1096,2018-03-03,sf,1665
1097,2018-03-03,boston,1424
1098,2018-03-03,nyc,28785
1099,2018-03-04,nyc,25646
1100,2018-03-04,boston,1440
1101,2018-03-04,sf,1852
1102,2018-03-05,nyc,37564
1103,2018-03-05,sf,4375
1104,2018-03-05,boston,2518
1105,2018-03-06,boston,2913
1106,2018-03-06,sf,4826
1107,2018-03-06,nyc,43421
1108,2018-03-07,boston,1425
1109,2018-03-07,nyc,8335
1110,2018-03-07,sf,4958
1111,2018-03-08,nyc,28746
1112,2018-03-08,sf,4725
1113,2018-03-08,boston,1032
1114,2018-03-09,nyc,35437
1115,2018-03-09,boston,2274
1116,2018-03-09,sf,4382
1117,2018-03-10,sf,2211
1118,2018-03-10,nyc,25859
1119,2018-03-10,boston,1261
1120,2018-03-11,boston,1432
1121,2018-03-11,sf,2412
1122,2018-03-11,nyc,27983
1123,2018-03-12,sf,3728
1124,2018-03-12,boston,2721
1125,2018-03-12,nyc,37068
1126,2018-03-13,nyc,23638
1127,2018-03-13,sf,2948
1128,2018-03-14,boston,713
1129,2018-03-14,sf,4067
1130,2018-03-14,nyc,36121
1131,2018-03-15,sf,3367
1132,2018-03-15,nyc,40270
1133,2018-03-15,boston,2219
1134,2018-03-16,sf,3630
1135,2018-03-16,nyc,35573
1136,2018-03-16,boston,2223
1137,2018-03-17,nyc,28111
1138,2018-03-17,sf,2176
1139,2018-03-17,boston,1159
1140,2018-03-18,boston,1024
1141,2018-03-18,nyc,25540
1142,2018-03-18,sf,1955
1143,2018-03-19,nyc,40018
1144,2018-03-19,boston,2207
1145,2018-03-19,sf,4993
1146,2018-03-20,sf,2788
1147,2018-03-20,boston,2466
1148,2018-03-20,nyc,36273
1149,2018-03-21,sf,4036
1150,2018-03-21,boston,2340
1151,2018-03-21,nyc,3847
1152,2018-03-22,nyc,27437
1153,2018-03-22,boston,1724
1154,2018-03-22,sf,3765
1155,2018-03-23,boston,2708
1156,2018-03-23,sf,4318
1157,2018-03-23,nyc,39221
1158,2018-03-24,boston,1752
1159,2018-03-24,sf,2280
1160,2018-03-24,nyc,35016
1161,2018-03-25,sf,2233
1162,2018-03-25,nyc,25988
1163,2018-03-25,boston,1209
1164,2018-03-26,nyc,41117
1165,2018-03-26,sf,4759
1166,2018-03-26,boston,2690
1167,2018-03-27,boston,2985
1168,2018-03-27,nyc,42124
1169,2018-03-27,sf,5181
1170,2018-03-28,nyc,43321
1171,2018-03-28,sf,5356
1172,2018-03-28,boston,3460
1173,2018-03-29,boston,3496
1174,2018-03-29,nyc,40125
1175,2018-03-29,sf,5432
1176,2018-03-30,sf,4760
1177,2018-03-30,nyc,35407
1178,2018-03-30,boston,2685
1179,2018-03-31,boston,3241
1180,2018-03-31,nyc,42430
1181,2018-03-31,sf,2694
1182,2018-04-01,nyc,33644
1183,2018-04-01,boston,2280
1184,2018-04-01,sf,2178
1185,2018-04-02,sf,5221
1186,2018-04-02,boston,2711
1187,2018-04-02,nyc,22460
1188,2018-04-03,boston,2467
1189,2018-04-03,nyc,26444
1190,2018-04-03,sf,5566
1191,2018-04-04,nyc,37454
1192,2018-04-04,sf,5182
1193,2018-04-04,boston,2708
1194,2018-04-05,nyc,40589
1195,2018-04-05,sf,4326
1196,2018-04-05,boston,3097
1197,2018-04-06,sf,1294
1198,2018-04-06,boston,2591
1199,2018-04-06,nyc,36257
1200,2018-04-07,boston,2213
1201,2018-04-07,sf,2646
1202,2018-04-07,nyc,33818
1203,2018-04-08,sf,2764
1204,2018-04-08,boston,1941
1205,2018-04-08,nyc,28899
1206,2018-04-09,sf,5365
1207,2018-04-09,boston,3385
1208,2018-04-09,nyc,41315
1209,2018-04-10,boston,3615
1210,2018-04-10,sf,5296
1211,2018-04-10,nyc,43926
1212,2018-04-11,boston,3906
1213,2018-04-11,sf,4435
1214,2018-04-11,nyc,49500
1215,2018-04-12,nyc,54134
1216,2018-04-12,boston,3905
1217,2018-04-12,sf,4908
1218,2018-04-13,boston,4931
1219,2018-04-13,sf,4857
1220,2018-04-13,nyc,64571
1221,2018-04-14,nyc,63741
1222,2018-04-14,boston,3259
1223,2018-04-14,sf,3030
1224,2018-04-15,sf,1791
1225,2018-04-15,nyc,20788
1226,2018-04-15,boston,1184
1227,2018-04-16,sf,3906
1228,2018-04-16,boston,664
1229,2018-04-16,nyc,26759
1230,2018-04-17,boston,3704
1231,2018-04-17,sf,5231
1232,2018-04-17,nyc,45547
1233,2018-04-18,boston,3968
1234,2018-04-18,sf,4973
1235,2018-04-18,nyc,52051
1236,2018-04-19,boston,2295
1237,2018-04-19,sf,5246
1238,2018-04-19,nyc,39060
1239,2018-04-20,boston,3858
1240,2018-04-20,sf,4886
1241,2018-04-20,nyc,47872
1242,2018-04-21,sf,3042
1243,2018-04-21,boston,4136
1244,2018-04-21,nyc,64572
1245,2018-04-22,sf,2541
1246,2018-04-22,boston,4129
1247,2018-04-22,nyc,55272
1248,2018-04-23,nyc,58904
1249,2018-04-23,boston,4998
1250,2018-04-23,sf,5216
1251,2018-04-24,nyc,59631
1252,2018-04-24,sf,5927
1253,2018-04-24,boston,5365
1254,2018-04-25,nyc,31852
1255,2018-04-25,sf,6377
1256,2018-04-25,boston,1781
1257,2018-04-26,sf,5978
1258,2018-04-26,boston,4479
1259,2018-04-26,nyc,67195
1260,2018-04-27,boston,3326
1261,2018-04-27,sf,6020
1262,2018-04-27,nyc,39929
1263,2018-04-28,nyc,57551
1264,2018-04-28,boston,5637
1265,2018-04-28,sf,3619
1266,2018-04-29,nyc,45560
1267,2018-04-29,boston,2518
1268,2018-04-29,sf,3208
1269,2018-04-30,sf,6140
1270,2018-04-30,boston,3143
1271,2018-04-30,nyc,41882
1272,2018-05-01,nyc,73259
1273,2018-05-01,sf,6664
1274,2018-05-01,boston,5776
1275,2018-05-02,sf,6801
1276,2018-05-02,boston,6882
1277,2018-05-02,nyc,78048
1278,2018-05-03,sf,6418
1279,2018-05-03,boston,6041
1280,2018-05-03,nyc,70300
1281,2018-05-04,boston,5556
1282,2018-05-04,sf,6331
1283,2018-05-04,nyc,72449
1284,2018-05-05,boston,5646
1285,2018-05-05,sf,3548
1286,2018-05-05,nyc,64442
1287,2018-05-06,nyc,49824
1288,2018-05-06,sf,3297
1289,2018-05-06,boston,3499
1290,2018-05-07,nyc,70249
1291,2018-05-07,sf,6528
1292,2018-05-07,boston,5949
1293,2018-05-08,sf,6614
1294,2018-05-08,boston,6343
1295,2018-05-08,nyc,75697
1296,2018-05-09,nyc,79843
1297,2018-05-09,sf,6525
1298,2018-05-09,boston,6461
1299,2018-05-10,sf,7760
1300,2018-05-10,boston,6580
1301,2018-05-10,nyc,68687
1302,2018-05-11,nyc,76617
1303,2018-05-11,boston,7071
1304,2018-05-11,sf,6784
1305,2018-05-12,sf,4029
1306,2018-05-12,nyc,35127
1307,2018-05-12,boston,1897
1308,2018-05-13,sf,3094
1309,2018-05-13,nyc,26407
1310,2018-05-13,boston,3667
1311,2018-05-14,boston,6828
1312,2018-05-14,nyc,65998
1313,2018-05-14,sf,6546
1314,2018-05-15,boston,4928
1315,2018-05-15,nyc,53865
1316,2018-05-15,sf,6719
1317,2018-05-16,nyc,33558
1318,2018-05-16,boston,6204
1319,2018-05-16,sf,7015
1320,2018-05-17,nyc,50730
1321,2018-05-17,boston,7021
1322,2018-05-17,sf,6742
1323,2018-05-18,boston,7007
1324,2018-05-18,sf,6310
1325,2018-05-18,nyc,64314
1326,2018-05-19,boston,2224
1327,2018-05-19,nyc,18396
1328,2018-05-19,sf,3858
1329,2018-05-20,sf,3492
1330,2018-05-20,boston,4229
1331,2018-05-20,nyc,57976
1332,2018-05-21,nyc,72616
1333,2018-05-21,boston,7305
1334,2018-05-21,sf,6692
1335,2018-05-22,sf,6531
1336,2018-05-22,nyc,49558
1337,2018-05-22,boston,5522
1338,2018-05-23,sf,6364
1339,2018-05-23,nyc,74044
1340,2018-05-23,boston,7566
1341,2018-05-24,boston,7469
1342,2018-05-24,nyc,76291
1343,2018-05-24,sf,6622
1344,2018-05-25,boston,7433
1345,2018-05-25,nyc,70753
1346,2018-05-25,sf,6087
1347,2018-05-26,sf,3600
1348,2018-05-26,boston,5404
1349,2018-05-26,nyc,52572
1350,2018-05-27,boston,2778
1351,2018-05-27,nyc,26263
1352,2018-05-27,sf,3761
1353,2018-05-28,sf,3744
1354,2018-05-28,nyc,49961
1355,2018-05-28,boston,3475
1356,2018-05-29,nyc,70517
1357,2018-05-29,boston,7311
1358,2018-05-29,sf,6916
1359,2018-05-30,sf,6754
1360,2018-05-30,nyc,73777
1361,2018-05-30,boston,7402
1362,2018-05-31,sf,6979
1363,2018-05-31,nyc,57028
1364,2018-05-31,boston,7391
1365,2018-06-01,sf,7027
1366,2018-06-01,nyc,64121
1367,2018-06-01,boston,6634
1368,2018-06-02,nyc,61454
1369,2018-06-02,sf,4895
1370,2018-06-02,boston,4911
1371,2018-06-03,sf,4200
1372,2018-06-03,boston,5307
1373,2018-06-03,nyc,50993
1374,2018-06-04,boston,2872
1375,2018-06-04,sf,7469
1376,2018-06-04,nyc,60184
1377,2018-06-05,boston,5728
1378,2018-06-05,sf,7721
1379,2018-06-05,nyc,73479
1380,2018-06-06,sf,7615
1381,2018-06-06,boston,7070
1382,2018-06-06,nyc,71367
1383,2018-06-07,nyc,72055
1384,2018-06-07,boston,7590
1385,2018-06-07,sf,7208
1386,2018-06-08,nyc,74180
1387,2018-06-08,boston,7880
1388,2018-06-08,sf,6832
1389,2018-06-09,nyc,66478
1390,2018-06-09,sf,3710
1391,2018-06-09,boston,6572
1392,2018-06-10,nyc,42345
1393,2018-06-10,boston,6256
1394,2018-06-10,sf,3694
1395,2018-06-11,nyc,69636
1396,2018-06-11,boston,7307
1397,2018-06-11,sf,7087
1398,2018-06-12,nyc,77898
1399,2018-06-12,sf,7868
1400,2018-06-12,boston,8161
1401,2018-06-13,nyc,65749
1402,2018-06-13,boston,7421
1403,2018-06-13,sf,7850
1404,2018-06-14,sf,7878
1405,2018-06-14,boston,8010
1406,2018-06-14,nyc,77408
1407,2018-06-15,boston,7046
1408,2018-06-15,nyc,73956
1409,2018-06-15,sf,6859
1410,2018-06-16,nyc,64342
1411,2018-06-16,boston,6486
1412,2018-06-16,sf,4092
1413,2018-06-17,boston,5853
1414,2018-06-17,nyc,57227
1415,2018-06-17,sf,3639
1416,2018-06-18,nyc,64917
1417,2018-06-18,sf,7470
1418,2018-06-18,boston,6644
1419,2018-06-19,sf,7562
1420,2018-06-19,boston,7950
1421,2018-06-19,nyc,73729
1422,2018-06-20,boston,8548
1423,2018-06-20,nyc,75619
1424,2018-06-20,sf,7387
1425,2018-06-21,sf,7616
1426,2018-06-21,boston,8700
1427,2018-06-21,nyc,71556
1428,2018-06-22,boston,8626
1429,2018-06-22,nyc,72626
1430,2018-06-22,sf,7480
1431,2018-06-23,boston,4645
1432,2018-06-23,sf,4795
1433,2018-06-23,nyc,52035
1434,2018-06-24,sf,4584
1435,2018-06-24,boston,5423
1436,2018-06-24,nyc,56873
1437,2018-06-25,boston,8085
1438,2018-06-25,nyc,73392
1439,2018-06-25,sf,7596
1440,2018-06-26,nyc,82442
1441,2018-06-26,boston,9162
1442,2018-06-26,sf,8282
1443,2018-06-27,boston,8318
1444,2018-06-27,sf,7687
1445,2018-06-27,nyc,69206
1446,2018-06-28,nyc,51587
1447,2018-06-28,boston,4375
1448,2018-06-28,sf,8120
1449,2018-06-29,boston,7882
1450,2018-06-29,nyc,71417
1451,2018-06-29,sf,7519
1452,2018-06-30,nyc,55769
1453,2018-06-30,sf,4226
1454,2018-06-30,boston,5897
1455,2018-07-01,boston,5305
1456,2018-07-01,sf,3174
1457,2018-07-01,nyc,46125
1458,2018-07-02,sf,6720
1459,2018-07-02,nyc,60081
1460,2018-07-02,boston,7798
1461,2018-07-03,sf,7142
1462,2018-07-03,nyc,56121
1463,2018-07-03,boston,7036
1464,2018-07-04,boston,6650
1465,2018-07-04,nyc,49562
1466,2018-07-04,sf,3946
1467,2018-07-05,boston,6976
1468,2018-07-05,nyc,60823
1469,2018-07-05,sf,6368
1470,2018-07-06,sf,6695
1471,2018-07-06,boston,6286
1472,2018-07-06,nyc,50690
1473,2018-07-07,nyc,62035
1474,2018-07-07,sf,4435
1475,2018-07-07,boston,6995
1476,2018-07-08,sf,4089
1477,2018-07-08,boston,6675
1478,2018-07-08,nyc,61643
1479,2018-07-09,sf,7752
1480,2018-07-09,nyc,71724
1481,2018-07-09,boston,8375
1482,2018-07-10,boston,8287
1483,2018-07-10,nyc,74193
1484,2018-07-10,sf,8126
1485,2018-07-11,boston,9262
1486,2018-07-11,sf,8053
1487,2018-07-11,nyc,74627
1488,2018-07-12,sf,7995
1489,2018-07-12,nyc,76488
1490,2018-07-12,boston,9588
1491,2018-07-13,boston,9276
1492,2018-07-13,nyc,73734
1493,2018-07-13,sf,7572
1494,2018-07-14,nyc,63789
1495,2018-07-14,sf,4399
1496,2018-07-14,boston,7675
1497,2018-07-15,sf,4076
1498,2018-07-15,nyc,53331
1499,2018-07-15,boston,6898
1500,2018-07-16,sf,7697
1501,2018-07-16,boston,8894
1502,2018-07-16,nyc,68707
1503,2018-07-17,sf,7681
1504,2018-07-17,nyc,49713
1505,2018-07-17,boston,4964
1506,2018-07-18,nyc,77414
1507,2018-07-18,boston,9415
1508,2018-07-18,sf,8038
1509,2018-07-19,sf,7975
1510,2018-07-19,boston,9545
1511,2018-07-19,nyc,79643
1512,2018-07-20,boston,9481
1513,2018-07-20,nyc,76157
1514,2018-07-20,sf,7435
1515,2018-07-21,boston,8021
1516,2018-07-21,nyc,54777
1517,2018-07-21,sf,4660
1518,2018-07-22,nyc,45191
1519,2018-07-22,boston,3466
1520,2018-07-22,sf,4120
1521,2018-07-23,sf,7564
1522,2018-07-23,boston,7918
1523,2018-07-23,nyc,54289
1524,2018-07-24,boston,8956
1525,2018-07-24,nyc,71388
1526,2018-07-24,sf,8004
1527,2018-07-25,boston,8094
1528,2018-07-25,sf,8280
1529,2018-07-25,nyc,43965
1530,2018-07-26,sf,7701
1531,2018-07-26,boston,7487
1532,2018-07-26,nyc,72660
1533,2018-07-27,nyc,50303
1534,2018-07-27,boston,9096
1535,2018-07-27,sf,6997
1536,2018-07-28,nyc,62765
1537,2018-07-28,boston,7558
1538,2018-07-28,sf,4371
1539,2018-07-29,boston,7718
1540,2018-07-29,nyc,64778
1541,2018-07-29,sf,3703
1542,2018-07-30,sf,7238
1543,2018-07-30,nyc,71145
1544,2018-07-30,boston,9356
1545,2018-07-31,nyc,78032
1546,2018-07-31,sf,7216
1547,2018-07-31,boston,9865
1548,2018-08-01,sf,7261
1549,2018-08-01,nyc,65975
1550,2018-08-01,boston,9427
1551,2018-08-02,boston,8765
1552,2018-08-02,sf,7278
1553,2018-08-02,nyc,71331
1554,2018-08-03,sf,6753
1555,2018-08-03,nyc,63468
1556,2018-08-03,boston,8330
1557,2018-08-04,nyc,52174
1558,2018-08-04,boston,5072
1559,2018-08-04,sf,4028
1560,2018-08-05,nyc,59554
1561,2018-08-05,boston,7120
1562,2018-08-05,sf,3380
1563,2018-08-06,nyc,67335
1564,2018-08-06,boston,8057
1565,2018-08-06,sf,7132
1566,2018-08-07,nyc,65959
1567,2018-08-07,boston,8473
1568,2018-08-07,sf,7300
1569,2018-08-08,boston,7596
1570,2018-08-08,nyc,72275
1571,2018-08-08,sf,7453
1572,2018-08-09,boston,8500
1573,2018-08-09,sf,7546
1574,2018-08-09,nyc,73625
1575,2018-08-10,nyc,71177
1576,2018-08-10,sf,7171
1577,2018-08-10,boston,8781
1578,2018-08-11,sf,4448
1579,2018-08-11,nyc,37341
1580,2018-08-11,boston,3207
1581,2018-08-12,sf,3901
1582,2018-08-12,nyc,61064
1583,2018-08-12,boston,3716
1584,2018-08-13,nyc,45478
1585,2018-08-13,boston,6034
1586,2018-08-13,sf,6687
1587,2018-08-14,sf,6909
1588,2018-08-14,nyc,65219
1589,2018-08-14,boston,8077
1590,2018-08-15,boston,8811
1591,2018-08-15,sf,7209
1592,2018-08-15,nyc,74779
1593,2018-08-16,sf,7271
1594,2018-08-16,nyc,72503
1595,2018-08-16,boston,8550
1596,2018-08-17,sf,6715
1597,2018-08-17,nyc,64804
1598,2018-08-17,boston,7552
1599,2018-08-18,boston,5066
1600,2018-08-18,sf,3845
1601,2018-08-18,nyc,58244
1602,2018-08-19,boston,6864
1603,2018-08-19,sf,3436
1604,2018-08-19,nyc,46724
1605,2018-08-20,nyc,69119
1606,2018-08-20,sf,6585
1607,2018-08-20,boston,8616
1608,2018-08-21,nyc,76888
1609,2018-08-21,boston,8979
1610,2018-08-21,sf,7325
1611,2018-08-22,nyc,74276
1612,2018-08-22,sf,7445
1613,2018-08-22,boston,6598
1614,2018-08-23,nyc,75461
1615,2018-08-23,sf,7237
1616,2018-08-23,boston,9048
1617,2018-08-24,sf,6726
1618,2018-08-24,nyc,74448
1619,2018-08-24,boston,8536
1620,2018-08-25,nyc,65853
1621,2018-08-25,sf,3784
1622,2018-08-25,boston,7429
1623,2018-08-26,boston,7009
1624,2018-08-26,nyc,62038
1625,2018-08-26,sf,3236
1626,2018-08-27,sf,6707
1627,2018-08-27,boston,8182
1628,2018-08-27,nyc,69203
1629,2018-08-28,nyc,68209
1630,2018-08-28,boston,8311
1631,2018-08-28,sf,7152
1632,2018-08-29,boston,7939
1633,2018-08-29,nyc,67481
1634,2018-08-29,sf,7306
1635,2018-08-30,boston,8698
1636,2018-08-30,sf,6838
1637,2018-08-30,nyc,69449
1638,2018-08-31,boston,8733
1639,2018-08-31,nyc,60155
1640,2018-08-31,sf,6098
1641,2018-09-01,nyc,55238
1642,2018-09-01,sf,3355
1643,2018-09-01,boston,6762
1644,2018-09-02,boston,7729
1645,2018-09-02,sf,3498
1646,2018-09-02,nyc,61802
1647,2018-09-03,boston,6862
1648,2018-09-03,nyc,56082
1649,2018-09-03,sf,3333
1650,2018-09-04,sf,7203
1651,2018-09-04,nyc,70046
1652,2018-09-04,boston,9385
1653,2018-09-05,sf,7322
1654,2018-09-05,nyc,76586
1655,2018-09-05,boston,9603
1656,2018-09-06,nyc,71727
1657,2018-09-06,sf,7575
1658,2018-09-06,boston,7549
1659,2018-09-07,nyc,76185
1660,2018-09-07,sf,7220
1661,2018-09-07,boston,9720
1662,2018-09-08,nyc,59364
1663,2018-09-08,sf,4400
1664,2018-09-08,boston,7559
1665,2018-09-09,nyc,20330
1666,2018-09-09,sf,3831
1667,2018-09-09,boston,6534
1668,2018-09-10,boston,5962
1669,2018-09-10,sf,7395
1670,2018-09-10,nyc,24705
1671,2018-09-11,nyc,68045
1672,2018-09-11,sf,7959
1673,2018-09-11,boston,8349
1674,2018-09-12,boston,7400
1675,2018-09-12,sf,7900
1676,2018-09-12,nyc,54428
1677,2018-09-13,boston,9208
1678,2018-09-13,sf,8231
1679,2018-09-13,nyc,75586
1680,2018-09-14,sf,7117
1681,2018-09-14,nyc,75869
1682,2018-09-14,boston,9975
1683,2018-09-15,sf,4098
1684,2018-09-15,nyc,72461
1685,2018-09-15,boston,8187
1686,2018-09-16,nyc,70917
1687,2018-09-16,sf,3679
1688,2018-09-16,boston,7972
1689,2018-09-17,nyc,72885
1690,2018-09-17,sf,7201
1691,2018-09-17,boston,9377
1692,2018-09-18,nyc,54377
1693,2018-09-18,boston,5996
1694,2018-09-18,sf,7563
1695,2018-09-19,sf,7822
1696,2018-09-19,nyc,76047
1697,2018-09-19,boston,8466
1698,2018-09-20,nyc,78432
1699,2018-09-20,boston,9193
1700,2018-09-20,sf,8137
1701,2018-09-21,nyc,76566
1702,2018-09-21,sf,6998
1703,2018-09-21,boston,9507
1704,2018-09-22,boston,7889
1705,2018-09-22,sf,4134
1706,2018-09-22,nyc,70420
1707,2018-09-23,boston,6665
1708,2018-09-23,nyc,56505
1709,2018-09-23,sf,3803
1710,2018-09-24,nyc,73278
1711,2018-09-24,boston,7763
1712,2018-09-24,sf,7196
1713,2018-09-25,sf,7604
1714,2018-09-25,nyc,25954
1715,2018-09-25,boston,4064
1716,2018-09-26,nyc,69582
1717,2018-09-26,sf,8005
1718,2018-09-26,boston,8727
1719,2018-09-27,nyc,76982
1720,2018-09-27,sf,7748
1721,2018-09-27,boston,9096
1722,2018-09-28,sf,7161
1723,2018-09-28,nyc,58437
1724,2018-09-28,boston,5674
1725,2018-09-29,sf,4705
1726,2018-09-29,boston,7694
1727,2018-09-29,nyc,70592
1728,2018-09-30,sf,4024
1729,2018-09-30,boston,7315
1730,2018-09-30,nyc,67478
1731,2018-10-01,sf,7475
1732,2018-10-01,nyc,72886
1733,2018-10-01,boston,6685
1734,2018-10-02,boston,4894
1735,2018-10-02,sf,7036
1736,2018-10-02,nyc,74812
1737,2018-10-03,boston,7937
1738,2018-10-03,sf,7928
1739,2018-10-03,nyc,78474
1740,2018-10-04,nyc,72254
1741,2018-10-04,boston,8830
1742,2018-10-04,sf,7785
1743,2018-10-05,nyc,76109
1744,2018-10-05,sf,7166
1745,2018-10-05,boston,8682
1746,2018-10-06,nyc,58227
1747,2018-10-06,boston,6729
1748,2018-10-06,sf,4300
1749,2018-10-07,sf,4176
1750,2018-10-07,boston,5652
1751,2018-10-07,nyc,61649
1752,2018-10-08,nyc,59191
1753,2018-10-08,boston,5512
1754,2018-10-08,sf,7131
1755,2018-10-09,sf,7582
1756,2018-10-09,nyc,75468
1757,2018-10-09,boston,8874
1758,2018-10-10,nyc,78453
1759,2018-10-10,sf,7607
1760,2018-10-10,boston,9474
1761,2018-10-11,boston,5725
1762,2018-10-11,sf,7345
1763,2018-10-11,nyc,47671
1764,2018-10-12,sf,7086
1765,2018-10-12,nyc,68394
1766,2018-10-12,boston,7248
1767,2018-10-13,sf,4160
1768,2018-10-13,nyc,55270
1769,2018-10-13,boston,4024
1770,2018-10-14,sf,3714
1771,2018-10-14,boston,5794
