,trip_date,city,trip_count
1772,2018-10-14,nyc,54748
1773,2018-10-15,boston,7163
1774,2018-10-15,nyc,59688
1775,2018-10-15,sf,7545
1776,2018-10-16,nyc,67270
1777,2018-10-16,boston,7925
1778,2018-10-16,sf,7856
1779,2018-10-17,nyc,68354
1780,2018-10-17,sf,7793
1781,2018-10-17,boston,7688
1782,2018-10-18,boston,6495
1783,2018-10-18,sf,7507
1784,2018-10-18,nyc,62124
1785,2018-10-19,sf,7098
1786,2018-10-19,boston,7580
1787,2018-10-19,nyc,65369
1788,2018-10-20,sf,4121
1789,2018-10-20,nyc,56714
1790,2018-10-20,boston,6916
1791,2018-10-21,boston,4119
1792,2018-10-21,nyc,39436
1793,2018-10-21,sf,3309
1794,2018-10-22,sf,7023
1795,2018-10-22,boston,6436
1796,2018-10-22,nyc,58348
1797,2018-10-23,nyc,68724
1798,2018-10-23,sf,7452
1799,2018-10-23,boston,5833
1800,2018-10-24,nyc,64713
1801,2018-10-24,sf,7775
1802,2018-10-24,boston,6340
1803,2018-10-25,boston,6740
1804,2018-10-25,sf,7328
1805,2018-10-25,nyc,62004
1806,2018-10-26,sf,6939
1807,2018-10-26,boston,6473
1808,2018-10-26,nyc,60376
1809,2018-10-27,boston,760
1810,2018-10-27,nyc,13206
1811,2018-10-27,sf,3983
1812,2018-10-28,boston,4126
1813,2018-10-28,nyc,42745
1814,2018-10-28,sf,3396
1815,2018-10-29,nyc,60389
1816,2018-10-29,boston,5164
1817,2018-10-29,sf,6964
1818,2018-10-30,nyc,65925
1819,2018-10-30,boston,6838
1820,2018-10-30,sf,7564
1821,2018-10-31,sf,7314
1822,2018-10-31,nyc,68804
1823,2018-10-31,boston,7444
1824,2018-11-01,nyc,74596
1825,2018-11-01,sf,7513
1826,2018-11-01,boston,7099
1827,2018-11-02,sf,6953
1828,2018-11-02,nyc,64091
1829,2018-11-02,boston,6288
1830,2018-11-03,sf,4149
1831,2018-11-03,boston,3250
1832,2018-11-03,nyc,49335
1833,2018-11-04,nyc,51014
1834,2018-11-04,boston,4789
1835,2018-11-04,sf,3732
1836,2018-11-05,nyc,33652
1837,2018-11-05,sf,7205
1838,2018-11-05,boston,5076
1839,2018-11-06,nyc,40696
1840,2018-11-06,sf,7695
1841,2018-11-06,boston,4506
1842,2018-11-07,sf,7256
1843,2018-11-07,boston,7717
1844,2018-11-07,nyc,68447
1845,2018-11-08,boston,7071
1846,2018-11-08,nyc,64700
1847,2018-11-08,sf,7227
1848,2018-11-09,sf,5796
1849,2018-11-09,boston,5340
1850,2018-11-09,nyc,37157
1851,2018-11-10,nyc,38074
1852,2018-11-10,boston,3117
1853,2018-11-10,sf,2797
1854,2018-11-11,boston,3216
1855,2018-11-11,nyc,36804
1856,2018-11-11,sf,2460
1857,2018-11-12,boston,5209
1858,2018-11-12,nyc,51582
1859,2018-11-12,sf,5062
1860,2018-11-13,boston,3316
1861,2018-11-13,sf,6176
1862,2018-11-13,nyc,37116
1863,2018-11-14,boston,4841
1864,2018-11-14,sf,6102
1865,2018-11-14,nyc,49971
1866,2018-11-15,nyc,25281
1867,2018-11-15,sf,5256
1868,2018-11-15,boston,4504
1869,2018-11-16,boston,2880
1870,2018-11-16,nyc,34800
1871,2018-11-16,sf,3427
1872,2018-11-17,sf,1957
1873,2018-11-17,nyc,38405
1874,2018-11-17,boston,3557
1875,2018-11-18,nyc,34750
1876,2018-11-18,sf,1794
1877,2018-11-18,boston,3001
1878,2018-11-19,boston,3442
1879,2018-11-19,nyc,55077
1880,2018-11-19,sf,4419
1881,2018-11-20,sf,4371
1882,2018-11-20,nyc,52323
1883,2018-11-20,boston,2281
1884,2018-11-21,sf,1661
1885,2018-11-21,nyc,40792
1886,2018-11-21,boston,3246
1887,2018-11-22,sf,1093
1888,2018-11-22,boston,555
1889,2018-11-22,nyc,8894
1890,2018-11-23,boston,1259
1891,2018-11-23,nyc,16242
1892,2018-11-23,sf,527
1893,2018-11-24,nyc,20174
1894,2018-11-24,sf,1990
1895,2018-11-24,boston,1937
1896,2018-11-25,sf,2071
1897,2018-11-25,boston,1629
1898,2018-11-25,nyc,34754
1899,2018-11-26,sf,5776
1900,2018-11-26,nyc,29456
1901,2018-11-26,boston,3286
1902,2018-11-27,boston,4496
1903,2018-11-27,nyc,50340
1904,2018-11-27,sf,4346
1905,2018-11-28,nyc,48686
1906,2018-11-28,sf,5251
1907,2018-11-28,boston,4994
1908,2018-11-29,sf,4344
1909,2018-11-29,nyc,51714
1910,2018-11-29,boston,4805
1911,2018-11-30,sf,5729
1912,2018-11-30,boston,4712
1913,2018-11-30,nyc,46342
1914,2018-12-01,nyc,38147
1915,2018-12-01,boston,3208
1916,2018-12-01,sf,2505
1917,2018-12-02,nyc,18504
1918,2018-12-02,boston,1448
1919,2018-12-02,sf,2636
1920,2018-12-03,nyc,54267
1921,2018-12-03,sf,5917
1922,2018-12-03,boston,5128
1923,2018-12-04,boston,4386
1924,2018-12-04,nyc,49260
1925,2018-12-04,sf,5586
1926,2018-12-05,boston,4190
1927,2018-12-05,nyc,46944
1928,2018-12-05,sf,4957
1929,2018-12-06,nyc,46848
1930,2018-12-06,boston,4311
1931,2018-12-06,sf,6095
1932,2018-12-07,boston,3987
1933,2018-12-07,sf,5647
1934,2018-12-07,nyc,44163
1935,2018-12-08,boston,1979
1936,2018-12-08,sf,3071
1937,2018-12-08,nyc,30019
1938,2018-12-09,boston,1855
1939,2018-12-09,nyc,27693
1940,2018-12-09,sf,2291
1941,2018-12-10,boston,3934
1942,2018-12-10,nyc,43652
1943,2018-12-10,sf,5562
1944,2018-12-11,boston,4158
1945,2018-12-11,sf,6188
1946,2018-12-11,nyc,47642
1947,2018-12-12,nyc,48083
1948,2018-12-12,boston,4038
1949,2018-12-12,sf,6321
1950,2018-12-13,boston,3873
1951,2018-12-13,nyc,41075
1952,2018-12-13,sf,6409
1953,2018-12-14,boston,4183
1954,2018-12-14,sf,5725
1955,2018-12-14,nyc,45141
1956,2018-12-15,boston,2829
1957,2018-12-15,nyc,36592
1958,2018-12-15,sf,3581
1959,2018-12-16,sf,1697
1960,2018-12-16,nyc,9936
1961,2018-12-16,boston,1501
1962,2018-12-17,boston,3376
1963,2018-12-17,sf,6741
1964,2018-12-17,nyc,45596
1965,2018-12-18,boston,2952
1966,2018-12-18,nyc,41965
1967,2018-12-18,sf,6908
1968,2018-12-19,boston,3476
1969,2018-12-19,nyc,44333
1970,2018-12-19,sf,6792
1971,2018-12-20,sf,6224
1972,2018-12-20,boston,3798
1973,2018-12-20,nyc,34214
1974,2018-12-21,sf,4694
1975,2018-12-21,boston,1298
1976,2018-12-21,nyc,24153
1977,2018-12-22,nyc,25107
1978,2018-12-22,sf,2683
1979,2018-12-22,boston,1538
1980,2018-12-23,boston,1064
1981,2018-12-23,nyc,22377
1982,2018-12-23,sf,2066
1983,2018-12-24,nyc,19129
1984,2018-12-24,sf,1044
1985,2018-12-24,boston,979
1986,2018-12-25,sf,1591
1987,2018-12-25,nyc,11301
1988,2018-12-25,boston,600
1989,2018-12-26,boston,1315
1990,2018-12-26,nyc,25710
1991,2018-12-26,sf,3023
1992,2018-12-27,nyc,31593
1993,2018-12-27,sf,3418
1994,2018-12-27,boston,1687
1995,2018-12-28,nyc,12171
1996,2018-12-28,sf,3386
1997,2018-12-28,boston,871
1998,2018-12-29,boston,1504
1999,2018-12-29,nyc,29236
2000,2018-12-29,sf,2908
2001,2018-12-30,sf,2653
2002,2018-12-30,nyc,22737
2003,2018-12-30,boston,951
2004,2018-12-31,boston,1544
2005,2018-12-31,sf,3044
2006,2018-12-31,nyc,19122
2007,2019-01-01,sf,2437
2008,2019-01-01,nyc,22393
2009,2019-01-01,boston,1305
2010,2019-01-02,nyc,38624
2011,2019-01-02,sf,5820
2012,2019-01-02,boston,2632
2013,2019-01-03,boston,3005
2014,2019-01-03,nyc,42536
2015,2019-01-03,sf,6351
2016,2019-01-04,nyc,44822
2017,2019-01-04,boston,3397
2018,2019-01-04,sf,6447
2019,2019-01-05,boston,786
2020,2019-01-05,nyc,17740
2021,2019-01-05,sf,2119
2022,2019-01-06,boston,1631
2023,2019-01-06,sf,678
2024,2019-01-06,nyc,31961
2025,2019-01-07,nyc,37306
2026,2019-01-07,sf,6901
2027,2019-01-07,boston,2874
2028,2019-01-08,boston,2981
2029,2019-01-08,nyc,42050
2030,2019-01-08,sf,7186
2031,2019-01-09,boston,3385
2032,2019-01-09,sf,7072
2033,2019-01-09,nyc,45185
2034,2019-01-10,boston,3332
2035,2019-01-10,sf,7694
2036,2019-01-10,nyc,39762
2037,2019-01-11,sf,5811
2038,2019-01-11,nyc,33517
2039,2019-01-11,boston,2640
2040,2019-01-12,sf,4383
2041,2019-01-12,nyc,25571
2042,2019-01-12,boston,1236
2043,2019-01-13,boston,1169
2044,2019-01-13,sf,3849
2045,2019-01-13,nyc,23130
2046,2019-01-14,sf,7039
2047,2019-01-14,boston,3008
2048,2019-01-14,nyc,35750
2049,2019-01-15,nyc,39982
2050,2019-01-15,boston,3310
2051,2019-01-15,sf,3451
2052,2019-01-16,sf,4502
2053,2019-01-16,boston,3555
2054,2019-01-16,nyc,41213
2055,2019-01-17,boston,3144
2056,2019-01-17,sf,5783
2057,2019-01-17,nyc,39783
2058,2019-01-18,boston,3292
2059,2019-01-18,sf,7586
2060,2019-01-18,nyc,34931
2061,2019-01-19,sf,5012
2062,2019-01-19,nyc,24158
2063,2019-01-19,boston,1377
2064,2019-01-20,sf,2546
2065,2019-01-20,nyc,14502
2066,2019-01-21,sf,5285
2067,2019-01-21,nyc,10487
2068,2019-01-21,boston,155
2069,2019-01-22,boston,969
2070,2019-01-22,nyc,29233
2071,2019-01-22,sf,8725
2072,2019-01-23,sf,9066
2073,2019-01-23,nyc,42347
2074,2019-01-23,boston,1814
2075,2019-01-24,sf,9280
2076,2019-01-24,boston,1493
2077,2019-01-24,nyc,20516
2078,2019-01-25,boston,3019
2079,2019-01-25,sf,8901
2080,2019-01-25,nyc,39576
2081,2019-01-26,boston,1731
2082,2019-01-26,nyc,26767
2083,2019-01-26,sf,5508
2084,2019-01-27,nyc,30520
2085,2019-01-27,boston,1913
2086,2019-01-27,sf,4984
2087,2019-01-28,sf,9417
2088,2019-01-28,boston,3268
2089,2019-01-28,nyc,36368
2090,2019-01-29,boston,3244
2091,2019-01-29,nyc,31628
2092,2019-01-29,sf,9539
2093,2019-01-30,sf,9370
2094,2019-01-30,nyc,25599
2095,2019-01-30,boston,2560
2096,2019-01-31,sf,9340
2097,2019-01-31,boston,1647
2098,2019-01-31,nyc,19006
2099,2019-02-01,sf,6133
2100,2019-02-01,nyc,25502
2101,2019-02-01,boston,2213
2102,2019-02-02,nyc,22362
2103,2019-02-02,boston,1579
2104,2019-02-02,sf,3231
2105,2019-02-03,nyc,32467
2106,2019-02-03,boston,2095
2107,2019-02-03,sf,2841
2108,2019-02-04,nyc,47308
2109,2019-02-04,boston,4786
2110,2019-02-04,sf,5491
2111,2019-02-05,boston,5900
2112,2019-02-05,nyc,55242
2113,2019-02-05,sf,8486
2114,2019-02-06,nyc,40047
2115,2019-02-06,sf,9057
2116,2019-02-06,boston,4065
2117,2019-02-07,nyc,44019
2118,2019-02-07,sf,9234
2119,2019-02-07,boston,3740
2120,2019-02-08,boston,3864
2121,2019-02-08,sf,6356
2122,2019-02-08,nyc,37207
2123,2019-02-09,boston,1825
2124,2019-02-09,sf,2730
2125,2019-02-09,nyc,24228
2126,2019-02-10,nyc,24554
2127,2019-02-10,sf,3960
2128,2019-02-10,boston,1977
2129,2019-02-11,nyc,39457
2130,2019-02-11,sf,8681
2131,2019-02-11,boston,3797
2132,2019-02-12,boston,2172
2133,2019-02-12,nyc,16203
2134,2019-02-12,sf,8473
2135,2019-02-13,sf,3202
2136,2019-02-13,boston,2636
2137,2019-02-13,nyc,35631
2138,2019-02-14,nyc,42532
2139,2019-02-14,sf,6598
2140,2019-02-14,boston,3633
2141,2019-02-15,boston,3395
2142,2019-02-15,nyc,47786
2143,2019-02-15,sf,7288
2144,2019-02-16,sf,3993
2145,2019-02-16,nyc,31538
2146,2019-02-16,boston,2350
2147,2019-02-17,sf,4225
2148,2019-02-17,nyc,24446
2149,2019-02-17,boston,2097
2150,2019-02-18,boston,955
2151,2019-02-18,sf,5647
2152,2019-02-18,nyc,26261
2153,2019-02-19,sf,9467
2154,2019-02-19,boston,2801
2155,2019-02-19,nyc,35446
2156,2019-02-20,boston,3164
2157,2019-02-20,nyc,20896
2158,2019-02-20,sf,9667
2159,2019-02-21,nyc,40251
2160,2019-02-21,boston,2907
2161,2019-02-21,sf,9536
2162,2019-02-22,sf,9204
2163,2019-02-22,nyc,42646
2164,2019-02-22,boston,3750
2165,2019-02-23,sf,5451
2166,2019-02-23,nyc,32158
2167,2019-02-23,boston,2413
2168,2019-02-24,boston,1078
2169,2019-02-24,sf,4497
2170,2019-02-24,nyc,24651
2171,2019-02-25,nyc,34874
2172,2019-02-25,boston,2899
2173,2019-02-25,sf,7033
2174,2019-02-26,nyc,38316
2175,2019-02-26,sf,5387
2176,2019-02-26,boston,3053
2177,2019-02-27,nyc,37258
2178,2019-02-27,boston,2982
2179,2019-02-27,sf,7715
2180,2019-02-28,sf,9829
2181,2019-02-28,boston,2340
2182,2019-02-28,nyc,39023
2183,2019-03-01,boston,3201
2184,2019-03-01,sf,9078
2185,2019-03-01,nyc,30810
2186,2019-03-02,boston,834
2187,2019-03-02,sf,3073
2188,2019-03-02,nyc,18333
2189,2019-03-03,boston,1853
2190,2019-03-03,nyc,23593
2191,2019-03-03,sf,4066
2192,2019-03-04,nyc,28925
2193,2019-03-04,sf,8940
2194,2019-03-04,boston,1260
2195,2019-03-05,sf,7101
2196,2019-03-05,nyc,37801
2197,2019-03-05,boston,2726
2198,2019-03-06,nyc,33964
2199,2019-03-06,boston,2625
2200,2019-03-06,sf,7233
2201,2019-03-07,nyc,36651
2202,2019-03-07,boston,2762
2203,2019-03-07,sf,9850
2204,2019-03-08,nyc,41180
2205,2019-03-08,sf,9393
2206,2019-03-08,boston,2867
2207,2019-03-09,sf,4050
2208,2019-03-09,boston,2106
2209,2019-03-09,nyc,39579
2210,2019-03-10,nyc,19212
2211,2019-03-10,boston,670
2212,2019-03-10,sf,4211
2213,2019-03-11,sf,10018
2214,2019-03-11,boston,3733
2215,2019-03-11,nyc,53426
2216,2019-03-12,sf,10657
2217,2019-03-12,boston,3868
2218,2019-03-12,nyc,48173
2219,2019-03-13,nyc,51033
2220,2019-03-13,sf,10683
2221,2019-03-13,boston,3892
2222,2019-03-14,sf,10701
2223,2019-03-14,boston,4505
2224,2019-03-14,nyc,58462
2225,2019-03-15,boston,4583
2226,2019-03-15,nyc,58508
2227,2019-03-15,sf,10417
2228,2019-03-16,sf,7149
2229,2019-03-16,boston,2728
2230,2019-03-16,nyc,42866
2231,2019-03-17,boston,2337
2232,2019-03-17,nyc,37392
2233,2019-03-17,sf,6780
2234,2019-03-18,nyc,47443
2235,2019-03-18,sf,10977
2236,2019-03-18,boston,3774
2237,2019-03-19,sf,11638
2238,2019-03-19,nyc,53951
2239,2019-03-19,boston,4127
2240,2019-03-20,nyc,56387
2241,2019-03-20,boston,4528
2242,2019-03-20,sf,9265
2243,2019-03-21,nyc,21673
2244,2019-03-21,sf,11218
2245,2019-03-21,boston,4448
2246,2019-03-22,sf,6327
2247,2019-03-22,boston,2026
2248,2019-03-22,nyc,36095
2249,2019-03-23,sf,6598
2250,2019-03-23,boston,2274
2251,2019-03-23,nyc,37913
2252,2019-03-24,boston,3619
2253,2019-03-24,sf,6031
2254,2019-03-24,nyc,51113
2255,2019-03-25,sf,7273
2256,2019-03-25,boston,4579
2257,2019-03-25,nyc,54508
2258,2019-03-26,sf,10193
2259,2019-03-26,nyc,56453
2260,2019-03-26,boston,4392
2261,2019-03-27,nyc,55509
2262,2019-03-27,boston,4431
2263,2019-03-27,sf,9798
2264,2019-03-28,boston,4864
2265,2019-03-28,nyc,59474
2266,2019-03-28,sf,9896
2267,2019-03-29,nyc,60329
2268,2019-03-29,boston,4196
2269,2019-03-29,sf,10018
2270,2019-03-30,boston,5924
2271,2019-03-30,nyc,67571
2272,2019-03-30,sf,7010
2273,2019-03-31,boston,2637
2274,2019-03-31,nyc,33239
2275,2019-03-31,sf,6657
2276,2019-04-01,nyc,52337
2277,2019-04-01,boston,4698
2278,2019-04-01,sf,9827
2279,2019-04-02,sf,8834
2280,2019-04-02,nyc,59009
2281,2019-04-02,boston,5501
2282,2019-04-03,sf,11085
2283,2019-04-03,boston,4918
2284,2019-04-03,nyc,69127
2285,2019-04-04,boston,5357
2286,2019-04-04,sf,11347
2287,2019-04-04,nyc,67586
2288,2019-04-05,sf,8862
2289,2019-04-05,boston,4868
2290,2019-04-05,nyc,35195
2291,2019-04-06,sf,7155
2292,2019-04-06,boston,6227
2293,2019-04-06,nyc,67511
2294,2019-04-07,boston,5708
2295,2019-04-07,nyc,65719
2296,2019-04-07,sf,7147
2297,2019-04-08,boston,2778
2298,2019-04-08,sf,10578
2299,2019-04-08,nyc,71845
2300,2019-04-09,nyc,60479
2301,2019-04-09,sf,12335
2302,2019-04-09,boston,4446
2303,2019-04-10,sf,12567
2304,2019-04-10,nyc,72319
2305,2019-04-10,boston,5112
2306,2019-04-11,boston,6169
2307,2019-04-11,nyc,63581
2308,2019-04-11,sf,12170
2309,2019-04-12,sf,12325
2310,2019-04-12,nyc,59056
2311,2019-04-12,boston,5734
2312,2019-04-13,boston,7081
2313,2019-04-13,sf,8050
2314,2019-04-13,nyc,72613
2315,2019-04-14,nyc,59469
2316,2019-04-14,boston,6480
2317,2019-04-14,sf,4034
2318,2019-04-15,nyc,46626
2319,2019-04-15,boston,4649
2320,2019-04-15,sf,5877
2321,2019-04-16,sf,6947
2322,2019-04-16,nyc,64599
2323,2019-04-16,boston,6479
2324,2019-04-17,nyc,66509
2325,2019-04-17,boston,7267
2326,2019-04-17,sf,7482
2327,2019-04-18,boston,5543
2328,2019-04-18,nyc,62821
2329,2019-04-18,sf,7843
2330,2019-04-19,boston,7450
2331,2019-04-19,nyc,66146
2332,2019-04-19,sf,6922
2333,2019-04-20,sf,3636
2334,2019-04-20,boston,3650
2335,2019-04-20,nyc,37307
2336,2019-04-21,sf,3470
2337,2019-04-21,boston,5370
2338,2019-04-21,nyc,52742
2339,2019-04-22,boston,3508
2340,2019-04-22,nyc,45092
2341,2019-04-22,sf,7485
2342,2019-04-23,nyc,76899
2343,2019-04-23,sf,7864
2344,2019-04-23,boston,6243
2345,2019-04-24,boston,7951
2346,2019-04-24,sf,7718
2347,2019-04-24,nyc,79292
2348,2019-04-25,nyc,62050
2349,2019-04-25,sf,7490
2350,2019-04-25,boston,8312
2351,2019-04-26,sf,7353
2352,2019-04-26,nyc,37943
2353,2019-04-26,boston,3374
2354,2019-04-27,nyc,57402
2355,2019-04-27,sf,4229
2356,2019-04-27,boston,4653
2357,2019-04-28,boston,4058
2358,2019-04-28,nyc,41874
2359,2019-04-28,sf,3706
2360,2019-04-29,boston,7379
2361,2019-04-29,sf,7146
2362,2019-04-29,nyc,62069
2363,2019-04-30,sf,7627
2364,2019-04-30,nyc,63933
2365,2019-04-30,boston,5731
2366,2019-05-01,nyc,62149
2367,2019-05-01,sf,7877
2368,2019-05-01,boston,7244
2369,2019-05-02,sf,7535
2370,2019-05-02,nyc,69949
2371,2019-05-02,boston,5454
2372,2019-05-03,boston,6074
2373,2019-05-03,nyc,63649
2374,2019-05-03,sf,7107
2375,2019-05-04,boston,5386
2376,2019-05-04,sf,3798
2377,2019-05-04,nyc,57111
2378,2019-05-05,nyc,16476
2379,2019-05-05,boston,4649
2380,2019-05-05,sf,3601
2381,2019-05-06,nyc,71297
2382,2019-05-06,sf,6844
2383,2019-05-06,boston,7883
2384,2019-05-07,sf,7379
2385,2019-05-07,nyc,74314
2386,2019-05-07,boston,7842
2387,2019-05-08,sf,7539
2388,2019-05-08,nyc,77885
2389,2019-05-08,boston,8909
2390,2019-05-09,sf,7511
2391,2019-05-09,nyc,68017
2392,2019-05-09,boston,8415
2393,2019-05-10,nyc,69439
2394,2019-05-10,boston,7120
2395,2019-05-10,sf,6883
2396,2019-05-11,sf,4192
2397,2019-05-11,boston,8162
2398,2019-05-11,nyc,70955
2399,2019-05-12,sf,3364
2400,2019-05-12,boston,1464
2401,2019-05-12,nyc,10929
2402,2019-05-13,nyc,22823
2403,2019-05-13,sf,7154
2404,2019-05-13,boston,5208
2405,2019-05-14,boston,4803
2406,2019-05-14,nyc,43707
2407,2019-05-14,sf,7337
2408,2019-05-15,nyc,75788
2409,2019-05-15,boston,7929
2410,2019-05-15,sf,3747
2411,2019-05-16,sf,5253
2412,2019-05-16,boston,8749
2413,2019-05-16,nyc,79382
2414,2019-05-17,boston,5847
2415,2019-05-17,nyc,73503
2416,2019-05-17,sf,7024
2417,2019-05-18,boston,9009
2418,2019-05-18,sf,1496
2419,2019-05-18,nyc,74410
2420,2019-05-19,boston,5891
2421,2019-05-19,sf,3312
2422,2019-05-19,nyc,71159
2423,2019-05-20,boston,8468
2424,2019-05-20,sf,7450
2425,2019-05-20,nyc,75963
2426,2019-05-21,sf,5947
2427,2019-05-21,nyc,80701
2428,2019-05-21,boston,9426
2429,2019-05-22,sf,7742
2430,2019-05-22,boston,9019
2431,2019-05-22,nyc,83523
2432,2019-05-23,sf,7334
2433,2019-05-23,boston,8247
2434,2019-05-23,nyc,57570
2435,2019-05-24,nyc,76233
2436,2019-05-24,boston,7921
2437,2019-05-24,sf,6251
2438,2019-05-25,boston,7747
2439,2019-05-25,sf,3757
2440,2019-05-25,nyc,60435
2441,2019-05-26,nyc,50781
2442,2019-05-26,boston,7822
2443,2019-05-26,sf,2814
2444,2019-05-27,sf,3139
2445,2019-05-27,nyc,67769
2446,2019-05-27,boston,8247
2447,2019-05-28,nyc,60582
2448,2019-05-28,sf,7057
2449,2019-05-28,boston,4530
2450,2019-05-29,sf,7658
2451,2019-05-29,nyc,56087
2452,2019-05-29,boston,7600
2453,2019-05-30,nyc,53360
2454,2019-05-30,boston,8565
2455,2019-05-30,sf,7124
2456,2019-05-31,sf,6937
2457,2019-05-31,boston,9454
2458,2019-05-31,nyc,84752
2459,2019-06-01,sf,3862
2460,2019-06-01,boston,7404
2461,2019-06-01,nyc,77769
2462,2019-06-02,sf,3525
2463,2019-06-02,boston,6952
2464,2019-06-02,nyc,68407
2465,2019-06-03,boston,9370
2466,2019-06-03,sf,7396
2467,2019-06-03,nyc,79065
2468,2019-06-04,sf,8035
2469,2019-06-04,boston,10060
2470,2019-06-04,nyc,84903
2471,2019-06-05,boston,10491
2472,2019-06-05,sf,7989
2473,2019-06-05,nyc,80218
2474,2019-06-06,boston,10035
2475,2019-06-06,nyc,82837
2476,2019-06-06,sf,7687
2477,2019-06-07,boston,10932
2478,2019-06-07,sf,7274
2479,2019-06-07,nyc,84497
2480,2019-06-08,nyc,79305
2481,2019-06-08,sf,4681
2482,2019-06-08,boston,9627
2483,2019-06-09,boston,8974
2484,2019-06-09,sf,4166
2485,2019-06-09,nyc,75310
2486,2019-06-10,sf,7239
2487,2019-06-10,boston,10110
2488,2019-06-10,nyc,37886
2489,2019-06-11,nyc,79520
2490,2019-06-11,sf,8079
2491,2019-06-11,boston,8058
2492,2019-06-12,nyc,86611
2493,2019-06-12,boston,11814
2494,2019-06-12,sf,7722
2495,2019-06-13,sf,7432
2496,2019-06-13,boston,4503
2497,2019-06-13,nyc,50054
2498,2019-06-14,boston,10457
2499,2019-06-14,nyc,82146
2500,2019-06-14,sf,6673
2501,2019-06-15,boston,9457
2502,2019-06-15,nyc,75099
2503,2019-06-15,sf,3619
2504,2019-06-16,boston,3653
2505,2019-06-16,nyc,56533
2506,2019-06-16,sf,3322
2507,2019-06-17,boston,10694
2508,2019-06-17,sf,7278
2509,2019-06-17,nyc,74011
2510,2019-06-18,sf,7917
2511,2019-06-18,nyc,37176
2512,2019-06-18,boston,7966
2513,2019-06-19,sf,7812
2514,2019-06-19,boston,11009
2515,2019-06-19,nyc,64912
2516,2019-06-20,nyc,61124
2517,2019-06-20,sf,7959
2518,2019-06-20,boston,7074
2519,2019-06-21,sf,7446
2520,2019-06-21,boston,8660
2521,2019-06-21,nyc,66875
2522,2019-06-22,nyc,77996
2523,2019-06-22,boston,9754
2524,2019-06-22,sf,4469
2525,2019-06-23,sf,4102
2526,2019-06-23,boston,9993
2527,2019-06-23,nyc,76809
2528,2019-06-24,sf,7449
2529,2019-06-24,boston,10679
2530,2019-06-24,nyc,81534
2531,2019-06-25,sf,8044
2532,2019-06-25,boston,8396
2533,2019-06-25,nyc,67191
2534,2019-06-26,boston,11476
2535,2019-06-26,sf,7934
2536,2019-06-26,nyc,84796
2537,2019-06-27,nyc,83086
2538,2019-06-27,sf,7543
2539,2019-06-27,boston,11697
2540,2019-06-28,boston,11170
2541,2019-06-28,nyc,80311
2542,2019-06-28,sf,7023
2543,2019-06-29,sf,4218
2544,2019-06-29,nyc,63939
2545,2019-06-29,boston,7169
2546,2019-06-30,sf,3877
2547,2019-06-30,boston,6449
2548,2019-06-30,nyc,64880
2549,2019-07-01,boston,10879
2550,2019-07-01,sf,7133
2551,2019-07-01,nyc,79790
2552,2019-07-02,boston,11237
2553,2019-07-02,sf,7503
2554,2019-07-02,nyc,79780
2555,2019-07-03,sf,6567
2556,2019-07-03,boston,10408
2557,2019-07-03,nyc,75828
2558,2019-07-04,boston,11113
2559,2019-07-04,sf,3328
2560,2019-07-04,nyc,53996
2561,2019-07-05,nyc,59843
2562,2019-07-05,boston,8193
2563,2019-07-05,sf,4349
2564,2019-07-06,boston,5403
2565,2019-07-06,nyc,51801
2566,2019-07-06,sf,3524
2567,2019-07-07,boston,9258
2568,2019-07-07,sf,3367
2569,2019-07-07,nyc,62584
2570,2019-07-08,sf,7333
2571,2019-07-08,nyc,69363
2572,2019-07-08,boston,11190
2573,2019-07-09,boston,11480
2574,2019-07-09,nyc,85338
2575,2019-07-09,sf,7952
2576,2019-07-10,nyc,85891
2577,2019-07-10,boston,11191
2578,2019-07-10,sf,8202
2579,2019-07-11,nyc,55583
2580,2019-07-11,boston,11390
2581,2019-07-11,sf,8046
2582,2019-07-12,nyc,82775
2583,2019-07-12,boston,8800
2584,2019-07-12,sf,7720
2585,2019-07-13,sf,4783
2586,2019-07-13,boston,9939
2587,2019-07-13,nyc,78226
2588,2019-07-14,sf,4251
2589,2019-07-14,nyc,69155
2590,2019-07-14,boston,9438
2591,2019-07-15,nyc,82629
2592,2019-07-15,sf,8304
2593,2019-07-15,boston,11549
2594,2019-07-16,sf,8883
2595,2019-07-16,nyc,86309
2596,2019-07-16,boston,12206
2597,2019-07-17,sf,8890
2598,2019-07-17,boston,9197
2599,2019-07-17,nyc,70607
2600,2019-07-18,boston,10166
2601,2019-07-18,sf,8777
2602,2019-07-18,nyc,62309
2603,2019-07-19,boston,11221
2604,2019-07-19,sf,9723
2605,2019-07-19,nyc,76723
2606,2019-07-20,boston,6795
2607,2019-07-20,sf,6887
2608,2019-07-20,nyc,51518
2609,2019-07-21,sf,6703
2610,2019-07-21,nyc,49160
2611,2019-07-21,boston,7260
2612,2019-07-22,sf,11422
2613,2019-07-22,nyc,53558
2614,2019-07-22,boston,9545
2615,2019-07-23,nyc,67630
2616,2019-07-23,boston,7956
2617,2019-07-23,sf,13301
2618,2019-07-24,sf,13395
2619,2019-07-24,boston,12861
2620,2019-07-24,nyc,89347
2621,2019-07-25,sf,13092
2622,2019-07-25,nyc,88207
2623,2019-07-25,boston,13209
2624,2019-07-26,nyc,84568
2625,2019-07-26,boston,12444
2626,2019-07-26,sf,12929
2627,2019-07-27,boston,10151
2628,2019-07-27,nyc,73597
